solver,method,rep,n_rows,n_cols,margin,noise,tau_true,tau_raw,tau_projected,tau_error_raw,tau_error_projected,tau_shift,baseline_rmse_raw,baseline_rmse_projected,pattern,outcome_mode,baseline_projection,baseline_min_raw,baseline_min_projected,negative_fraction_raw,clipped_fraction,clipped_mass,max_clipped_magnitude
MCNNM,raw_vs_projected,0,12,12,0.05,0.2,0.2,0.6314254767325963,0.42097255717734317,0.4314254767325963,0.22097255717734315,-0.21045291955525314,0.5562482197301001,0.47437047844109415,block,intermittent,clip_nonnegative,-0.9119535505869879,0.0,0.2013888888888889,0.2013888888888889,9.263094501931645,0.9119535505869879
MCNNM,raw_vs_projected,1,12,12,0.05,0.2,0.2,0.3475697658495173,0.33665216107341667,0.1475697658495173,0.13665216107341666,-0.010917604776100653,0.6058864200472562,0.5968620061649478,block,intermittent,clip_nonnegative,-0.3087354207795654,0.0,0.09027777777777778,0.09027777777777778,1.6340938172191726,0.3087354207795654
MCNNM,raw_vs_projected,0,12,12,0.05,0.2,0.2,0.38656061306949707,0.38656061306949707,0.18656061306949706,0.18656061306949706,0.0,0.292256814490707,0.292256814490707,sparse,dense,clip_nonnegative,0.1864527360933299,0.1864527360933299,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,1,12,12,0.05,0.2,0.2,0.3379391391662173,0.3379391391662173,0.1379391391662173,0.1379391391662173,0.0,0.21646579814379516,0.21646579814379516,sparse,dense,clip_nonnegative,0.2985627603262362,0.2985627603262362,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,0,12,12,0.05,0.2,0.2,0.03904228044058638,0.01645027111134129,-0.16095771955941363,-0.18354972888865873,-0.02259200932924509,0.24599722561188692,0.24036756932843592,sparse,intermittent,clip_nonnegative,-0.35087470479485533,0.0,0.1527777777777778,0.1527777777777778,1.8809037655666958,0.35087470479485533
MCNNM,raw_vs_projected,1,12,12,0.05,0.2,0.2,0.27791039340786733,0.27205635692970004,0.07791039340786732,0.07205635692970003,-0.0058540364781672904,0.31856995860029813,0.31585561345202856,sparse,intermittent,clip_nonnegative,-0.3217265877176243,0.0,0.06944444444444445,0.06944444444444445,1.2340055857509487,0.3217265877176243
MCNNM,raw_vs_projected,0,12,12,0.05,0.2,0.2,0.4078768554131304,0.4078768554131304,0.2078768554131304,0.2078768554131304,0.0,0.3403324139436278,0.34030573255108093,row,dense,clip_nonnegative,-0.021519883906047532,0.0,0.006944444444444444,0.006944444444444444,0.021519883906047532,0.021519883906047532
MCNNM,raw_vs_projected,1,12,12,0.05,0.2,0.2,0.31923300759792533,0.31923300759792533,0.11923300759792532,0.11923300759792532,0.0,0.8422218565153473,0.8422218565153473,row,dense,clip_nonnegative,1.5800315754236007,1.5800315754236007,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,0,12,12,0.05,0.2,0.2,0.16180872748806793,0.14895759847166198,-0.03819127251193208,-0.05104240152833803,-0.012851129016405949,0.4029487224851711,0.39552464899262385,row,intermittent,clip_nonnegative,-0.4254365113065064,0.0,0.11805555555555555,0.11805555555555555,3.2452208861495566,0.4254365113065064
MCNNM,raw_vs_projected,1,12,12,0.05,0.2,0.2,0.27690205081000463,0.2731170250277877,0.07690205081000462,0.07311702502778766,-0.0037850257822169553,0.3545821038612932,0.3542330879026721,row,intermittent,clip_nonnegative,-0.1113501309081083,0.0,0.06944444444444445,0.06944444444444445,0.4577891547712273,0.1113501309081083
MCNNM,raw_vs_projected,0,12,12,0.05,0.2,0.2,0.08836716211134538,0.08836716211134538,-0.11163283788865463,-0.11163283788865463,0.0,0.3018723200284074,0.3018723200284074,staggered,dense,clip_nonnegative,0.4484315926738578,0.4484315926738578,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,1,12,12,0.05,0.2,0.2,0.4745122423566514,0.4745122423566514,0.2745122423566514,0.2745122423566514,0.0,0.6512389038283543,0.6512389038283543,staggered,dense,clip_nonnegative,0.5718432665958897,0.5718432665958897,0.0,0.0,0.0,-0.0
MCNNM,raw_vs_projected,0,12,12,0.05,0.2,0.2,0.45928612700776394,0.43752164798713294,0.25928612700776393,0.23752164798713293,-0.021764479020631,0.6470165422347759,0.6425485787972698,staggered,intermittent,clip_nonnegative,-0.37215076785843676,0.0,0.125,0.125,2.2740074392581686,0.37215076785843676
MCNNM,raw_vs_projected,1,12,12,0.05,0.2,0.2,0.28198570002711115,0.2566702673264282,0.08198570002711114,0.056670267326428214,-0.025315432700682927,0.4847298575037319,0.47587653688897824,staggered,intermittent,clip_nonnegative,-0.48916503439729553,0.0,0.0763888888888889,0.0763888888888889,1.758147023523988,0.48916503439729553
