method,dc_mode,tau,std,inference_valid,baseline_min,negative_fraction,negative_mass,rank,stable_rank,solver,rep,n_rows,n_cols,margin,noise,tau_true,tau_error,pattern,outcome_mode,method_non_neg,std_available,max_negative_magnitude,projected_design_min_eigenvalue,projected_design_condition_number,residual_frobenius_norm,tau_raw,tau_shift
final_clip,non-convex,-0.17188737922898056,,False,1.5021546907310623,0.0,0.0,2,1.02618585037868,DebiasConvex,1,20,20,1.0,0.05,-0.2,0.028112620771019448,row,dense,,,,,,,-0.17188737922898056,0.0
raw,non-convex,-0.23032590318705232,0.07836623602709644,True,-0.41883316619486227,0.0475,2.6700672897052566,2,1.595710417681464,DebiasConvex,0,20,20,1.0,0.05,-0.2,-0.030325903187052305,row,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.2528392995354027,,False,0.0,0.0,0.0,8,1.545170257638903,DebiasConvex,0,20,20,1.0,0.05,-0.2,-0.05283929953540267,row,intermittent,svd,False,-0.0,11.783773056217955,1.0,10.613943148124115,,
nonnegative_nnmf,non-convex,-0.24839029758960446,,False,0.0,0.0,0.0,2,1.5377322420199728,DebiasConvex,0,20,20,1.0,0.05,-0.2,-0.04839029758960445,row,intermittent,nnmf,False,-0.0,31.038682119124985,1.0,10.685786665232671,,
final_clip,non-convex,-0.2381644122720316,,False,0.0,0.0,0.0,8,1.5484243161056868,DebiasConvex,0,20,20,1.0,0.05,-0.2,-0.0381644122720316,row,intermittent,,,,,,,-0.23032590318705232,-0.007838509084979295
raw,non-convex,-0.003541677108980643,0.09392504598184528,True,-0.9809135072680737,0.1975,18.094063262380345,2,1.6769947280640318,DebiasConvex,1,20,20,1.0,0.05,-0.2,0.19645832289101936,row,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.17899277669093588,,False,0.0,0.0,0.0,11,1.5199259279898525,DebiasConvex,1,20,20,1.0,0.05,-0.2,0.021007223309064127,row,intermittent,svd,False,-0.0,6.762307708196693,1.0,11.752431706492722,,
nonnegative_nnmf,non-convex,-0.22830847437617516,,False,0.0,0.0,0.0,2,1.5241962111476042,DebiasConvex,1,20,20,1.0,0.05,-0.2,-0.028308474376175147,row,intermittent,nnmf,False,-0.0,32.14274098856354,1.0,12.248240817280564,,
final_clip,non-convex,-0.08911564451267898,,False,0.0,0.0,0.0,15,1.5203783497028192,DebiasConvex,1,20,20,1.0,0.05,-0.2,0.11088435548732103,row,intermittent,,,,,,,-0.003541677108980643,-0.08557396740369834
raw,non-convex,-0.16192356317744835,0.11378521627898064,True,1.5949108927389626,0.0,0.0,2,1.034768165122324,DebiasConvex,0,20,20,1.0,0.05,-0.2,0.03807643682255166,staggered,dense,,,,,,,,
nonnegative_svd,non-convex,-0.1619235335572224,,False,1.594910896883221,0.0,0.0,2,1.034768165243108,DebiasConvex,0,20,20,1.0,0.05,-0.2,0.03807646644277762,staggered,dense,svd,False,-0.0,25.72519067705844,1.0,12.016165243760069,,
nonnegative_nnmf,non-convex,-0.16231552879394076,,False,1.600759344055332,0.0,0.0,2,1.034754226194653,DebiasConvex,0,20,20,1.0,0.05,-0.2,0.03768447120605925,staggered,dense,nnmf,False,-0.0,25.723981862744754,1.0,12.016174273129934,,
final_clip,non-convex,-0.16192356317744833,,False,1.5949108927389626,0.0,0.0,2,1.034768165122324,DebiasConvex,0,20,20,1.0,0.05,-0.2,0.038076436822551685,staggered,dense,,,,,,,-0.16192356317744835,2.7755575615628914e-17
raw,non-convex,-0.10654796552068722,0.10533003518298455,True,0.8936154537855543,0.0,0.0,2,1.0600321085945623,DebiasConvex,1,20,20,1.0,0.05,-0.2,0.09345203447931279,staggered,dense,,,,,,,,
nonnegative_svd,non-convex,-0.10654793210105688,,False,0.893615444583419,0.0,0.0,2,1.0600321089015343,DebiasConvex,1,20,20,1.0,0.05,-0.2,0.09345206789894313,staggered,dense,svd,False,-0.0,26.80544480604842,1.0,10.887162041998648,,
nonnegative_nnmf,non-convex,-0.10661520094252422,,False,0.8942169564451786,0.0,0.0,2,1.06002162417667,DebiasConvex,1,20,20,1.0,0.05,-0.2,0.09338479905747579,staggered,dense,nnmf,False,-0.0,26.805669665421096,1.0,10.887166513086516,,
final_clip,non-convex,-0.10654796552068724,,False,0.8936154537855543,0.0,0.0,2,1.0600321085945623,DebiasConvex,1,20,20,1.0,0.05,-0.2,0.09345203447931277,staggered,dense,,,,,,,-0.10654796552068722,-1.3877787807814457e-17
raw,non-convex,-0.22112916730984028,0.08256882319807972,True,-0.5153336795823572,0.1375,10.27231756861459,2,1.4696685053828287,DebiasConvex,0,20,20,1.0,0.05,-0.2,-0.02112916730984027,staggered,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.24873450070500097,,False,0.0,0.0,0.0,10,1.3714059866119106,DebiasConvex,0,20,20,1.0,0.05,-0.2,-0.04873450070500096,staggered,intermittent,svd,False,-0.0,10.168462364885514,1.0,8.884040670922603,,
nonnegative_nnmf,non-convex,-0.25751476428445497,,False,0.0,0.0,0.0,2,1.3758102616404455,DebiasConvex,0,20,20,1.0,0.05,-0.2,-0.057514764284454956,staggered,intermittent,nnmf,False,-0.0,31.93475551615375,1.0,9.171353509753528,,
final_clip,non-convex,-0.2296469421720552,,False,0.0,0.0,0.0,11,1.3740248293276667,DebiasConvex,0,20,20,1.0,0.05,-0.2,-0.029646942172055185,staggered,intermittent,,,,,,,-0.22112916730984028,-0.008517774862214916
raw,non-convex,0.040975824026842834,0.08224734827946358,True,-0.7818523035611936,0.1925,14.585868840449418,2,1.581320500063284,DebiasConvex,1,20,20,1.0,0.05,-0.2,0.24097582402684284,staggered,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.017132672782337537,,False,0.0,0.0,0.0,14,1.4734933677967026,DebiasConvex,1,20,20,1.0,0.05,-0.2,0.18286732721766247,staggered,intermittent,svd,False,-0.0,4114459685540.208,1.0,11.119402370571315,,
nonnegative_nnmf,non-convex,-0.0850943506724562,,False,0.0,0.0,0.0,2,1.4637908736134566,DebiasConvex,1,20,20,1.0,0.05,-0.2,0.11490564932754381,staggered,intermittent,nnmf,False,-0.0,52.83241533459956,1.0,11.548135890106149,,
final_clip,non-convex,0.009266517863495468,,False,0.0,0.0,0.0,13,1.4780354032599856,DebiasConvex,1,20,20,1.0,0.05,-0.2,0.20926651786349548,staggered,intermittent,,,,,,,0.040975824026842834,-0.03170930616334737
raw,non-convex,0.15765252439820612,0.1160056888365185,True,1.1248351548203477,0.0,0.0,2,1.0285042577230399,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.04234747560179389,block,dense,,,,,,,,
nonnegative_svd,non-convex,0.15765256698787186,,False,1.124835110026725,0.0,0.0,2,1.028504257846405,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.04234743301212815,block,dense,svd,False,-0.0,24.727395728384735,1.0,11.585258552175471,,
nonnegative_nnmf,non-convex,0.1571382836509233,,False,1.1326780529837681,0.0,0.0,2,1.0284927079592263,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.042861716349076706,block,dense,nnmf,False,-0.0,24.72445102399573,1.0,11.585268699542569,,
final_clip,non-convex,0.15765252439820612,,False,1.1248351548203477,0.0,0.0,2,1.0285042577230399,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.04234747560179389,block,dense,,,,,,,0.15765252439820612,0.0
raw,non-convex,0.19096592823298955,0.13480874717417674,True,2.0416957049443436,0.0,0.0,2,1.0389660755543537,DebiasConvex,1,20,20,1.0,0.05,0.2,-0.00903407176701046,block,dense,,,,,,,,
nonnegative_svd,non-convex,0.19096600510810458,,False,2.0416956157851542,0.0,0.0,2,1.0389660759361279,DebiasConvex,1,20,20,1.0,0.05,0.2,-0.009033994891895436,block,dense,svd,False,-0.0,23.413506562496167,1.0,14.228063139389564,,
nonnegative_nnmf,non-convex,0.1905632442152441,,False,2.0451227166421844,0.0,0.0,2,1.0389524318699275,DebiasConvex,1,20,20,1.0,0.05,0.2,-0.009436755784755918,block,dense,nnmf,False,-0.0,23.413236505864454,1.0,14.22807095069842,,
final_clip,non-convex,0.19096592823298955,,False,2.0416957049443436,0.0,0.0,2,1.0389660755543537,DebiasConvex,1,20,20,1.0,0.05,0.2,-0.00903407176701046,block,dense,,,,,,,0.19096592823298955,0.0
raw,non-convex,0.3020436397676323,0.0585890552262934,True,-0.5331706957013029,0.13,8.635835285495956,2,1.5997617695968964,DebiasConvex,0,20,20,1.0,0.05,0.2,0.10204363976763231,block,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.25495104112422196,,False,0.0,0.0,0.0,8,1.5001315386522451,DebiasConvex,0,20,20,1.0,0.05,0.2,0.054951041124221944,block,intermittent,svd,False,-0.0,20.163133763713383,1.0,6.902520358147931,,
nonnegative_nnmf,non-convex,0.22709062890754672,,False,0.0,0.0,0.0,2,1.498397294022955,DebiasConvex,0,20,20,1.0,0.05,0.2,0.02709062890754671,block,intermittent,nnmf,False,-0.0,44.9726380209541,1.0,7.221483263997614,,
final_clip,non-convex,0.27690104326889114,,False,0.0,0.0,0.0,10,1.5031234295901685,DebiasConvex,0,20,20,1.0,0.05,0.2,0.07690104326889113,block,intermittent,,,,,,,0.3020436397676323,-0.025142596498741177
raw,non-convex,0.25361453136493595,0.075550594486494,True,-0.2577582122726986,0.1175,3.7944208527788215,2,1.7318654374145113,DebiasConvex,1,20,20,1.0,0.05,0.2,0.053614531364935936,block,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.22320696998656955,,False,0.0,0.0,0.0,11,1.6821209190080857,DebiasConvex,1,20,20,1.0,0.05,0.2,0.023206969986569542,block,intermittent,svd,False,-0.0,7.766925492559782,1.0,9.363226930437968,,
nonnegative_nnmf,non-convex,0.20563855223047703,,False,0.0,0.0,0.0,2,1.660996150054786,DebiasConvex,1,20,20,1.0,0.05,0.2,0.0056385522304770175,block,intermittent,nnmf,False,-0.0,29.04320752086679,1.0,9.409915287096208,,
final_clip,non-convex,0.24230630466326017,,False,0.0,0.0,0.0,11,1.6898197053347157,DebiasConvex,1,20,20,1.0,0.05,0.2,0.04230630466326016,block,intermittent,,,,,,,0.25361453136493595,-0.011308226701675778
raw,non-convex,-0.048237616266489876,0.13189602948438192,True,2.0150268749924014,0.0,0.0,2,1.0405482505853412,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.24823761626648988,sparse,dense,,,,,,,,
nonnegative_svd,non-convex,-0.04823761671051399,,False,2.0150268759958916,0.0,0.0,2,1.0405482505824164,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.248237616710514,sparse,dense,svd,False,-0.0,45.3621015655054,1.0,19.37970686973512,,
nonnegative_nnmf,non-convex,-0.048048493334683896,,False,2.01720659400818,0.0,0.0,2,1.0405401241158059,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.2480484933346839,sparse,dense,nnmf,False,-0.0,45.362949268966815,1.0,19.379710726953867,,
final_clip,non-convex,-0.0482376162664899,,False,2.0150268749924014,0.0,0.0,2,1.0405482505853412,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.2482376162664899,sparse,dense,,,,,,,-0.048237616266489876,-2.0816681711721685e-17
raw,non-convex,0.4957192627898521,0.12203662194674253,True,3.421243311081829,0.0,0.0,2,1.0100607975251565,DebiasConvex,1,20,20,1.0,0.05,0.2,0.2957192627898521,sparse,dense,,,,,,,,
nonnegative_svd,non-convex,0.4957192597671,,False,3.421243321218636,0.0,0.0,2,1.010060797521475,DebiasConvex,1,20,20,1.0,0.05,0.2,0.2957192597671,sparse,dense,svd,False,-0.0,48.41615459148257,1.0,17.84555478974803,,
nonnegative_nnmf,non-convex,0.49502051156703436,,False,3.4364502770118963,0.0,0.0,2,1.010062928306786,DebiasConvex,1,20,20,1.0,0.05,0.2,0.29502051156703435,sparse,dense,nnmf,False,-0.0,48.40864521474097,1.0,17.845617378026386,,
final_clip,non-convex,0.4957192627898522,,False,3.421243311081829,0.0,0.0,2,1.0100607975251565,DebiasConvex,1,20,20,1.0,0.05,0.2,0.29571926278985217,sparse,dense,,,,,,,0.4957192627898521,5.551115123125783e-17
raw,non-convex,0.32230428971384606,0.05017088756116628,True,-1.0959367503957058,0.2325,15.466646726039595,2,1.3998946478501608,DebiasConvex,0,20,20,1.0,0.05,0.2,0.12230428971384605,sparse,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.2632590396461361,,False,0.0,0.0,0.0,12,1.3025054794310296,DebiasConvex,0,20,20,1.0,0.05,0.2,0.0632590396461361,sparse,intermittent,svd,False,-0.0,8.977756749334372,1.0,6.750936026976584,,
nonnegative_nnmf,non-convex,0.24548250151190223,,False,0.0,0.0,0.0,2,1.3011196630243755,DebiasConvex,0,20,20,1.0,0.05,0.2,0.045482501511902224,sparse,intermittent,nnmf,False,-0.0,40.981477287771106,1.0,7.508319097001668,,
final_clip,non-convex,0.2763679881704571,,False,0.0,0.0,0.0,12,1.3062473834118025,DebiasConvex,0,20,20,1.0,0.05,0.2,0.07636798817045709,sparse,intermittent,,,,,,,0.32230428971384606,-0.04593630154338896
raw,non-convex,0.24079100306763637,0.06221575844229529,True,-0.8113290534050303,0.1825,18.783656891439584,2,1.565711485596175,DebiasConvex,1,20,20,1.0,0.05,0.2,0.04079100306763636,sparse,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.20460191495226152,,False,0.0,0.0,0.0,11,1.3886750603660172,DebiasConvex,1,20,20,1.0,0.05,0.2,0.004601914952261504,sparse,intermittent,svd,False,-0.0,1982686561002.3223,1.0,7.5997603986653814,,
nonnegative_nnmf,non-convex,0.18169999269855402,,False,0.0,0.0,0.0,2,1.3950324943760588,DebiasConvex,1,20,20,1.0,0.05,0.2,-0.018300007301445986,sparse,intermittent,nnmf,False,-0.0,45.99852967332205,1.0,8.502039852597113,,
final_clip,non-convex,0.21550690037885534,,False,0.0,0.0,0.0,11,1.389413168131811,DebiasConvex,1,20,20,1.0,0.05,0.2,0.015506900378855326,sparse,intermittent,,,,,,,0.24079100306763637,-0.025284102688781035
raw,non-convex,0.36941686295694487,0.19316574961451707,True,1.019615563875788,0.0,0.0,2,1.0349946302733386,DebiasConvex,0,20,20,1.0,0.05,0.2,0.16941686295694486,row,dense,,,,,,,,
nonnegative_svd,non-convex,0.3694169449473476,,False,1.019615528033659,0.0,0.0,2,1.0349946304803992,DebiasConvex,0,20,20,1.0,0.05,0.2,0.1694169449473476,row,dense,svd,False,-0.0,24.89746424291571,1.0,18.617596354674138,,
nonnegative_nnmf,non-convex,0.3691879490601609,,False,1.0298157852322456,0.0,0.0,2,1.03497772363912,DebiasConvex,0,20,20,1.0,0.05,0.2,0.16918794906016088,row,dense,nnmf,False,-0.0,24.89568157864216,1.0,18.617608371215507,,
final_clip,non-convex,0.36941686295694487,,False,1.019615563875788,0.0,0.0,2,1.0349946302733386,DebiasConvex,0,20,20,1.0,0.05,0.2,0.16941686295694486,row,dense,,,,,,,0.36941686295694487,0.0
raw,non-convex,18.79025188694334,139.64385267438573,True,-12.539340649593873,0.25,1132.5993985064597,2,1.4849987589125353,DebiasConvex,1,20,20,1.0,0.05,0.2,18.590251886943342,row,dense,,,,,,,,
nonnegative_svd,non-convex,6.483819170901577,,False,0.0,0.0,0.0,3,1.0976059280603165,DebiasConvex,1,20,20,1.0,0.05,0.2,6.283819170901577,row,dense,svd,False,-0.0,0.002540861072463907,1.0,25.070818618470224,,
nonnegative_nnmf,non-convex,0.2529253353182307,,False,1.0538289152799756,0.0,0.0,2,1.0224235337723182,DebiasConvex,1,20,20,1.0,0.05,0.2,0.05292533531823068,row,dense,nnmf,False,-0.0,20.92426240315067,1.0,15.501940654101437,,
final_clip,non-convex,7.464257901878741,,False,0.0,0.0,0.0,4,1.1437727141761034,DebiasConvex,1,20,20,1.0,0.05,0.2,7.264257901878741,row,dense,,,,,,,18.79025188694334,-11.3259939850646
raw,non-convex,0.16202970895523858,0.08837382964593693,True,-0.4847670564156161,0.0725,4.4092473445188425,2,1.452418787186277,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.037970291044761434,row,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.15472181030667453,,False,0.0,0.0,0.0,8,1.4162732560521725,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.04527818969332548,row,intermittent,svd,False,-0.0,10.469659263526363,1.0,10.208169711543553,,
nonnegative_nnmf,non-convex,0.15180298544779022,,False,0.0,0.0,0.0,2,1.4089871107691376,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.04819701455220979,row,intermittent,nnmf,False,-0.0,27.979414481740058,1.0,10.319639517866438,,
final_clip,non-convex,0.15987298515508194,,False,0.0,0.0,0.0,7,1.4167571211075802,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.04012701484491807,row,intermittent,,,,,,,0.16202970895523858,-0.0021567238001566347
raw,non-convex,0.3190475711313191,0.04921935557003201,True,-0.5343775377277425,0.2,9.487701203563756,2,1.6389009357232178,DebiasConvex,1,20,20,1.0,0.05,0.2,0.11904757113131909,row,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.28485443219990275,,False,0.0,0.0,0.0,13,1.5307076556652233,DebiasConvex,1,20,20,1.0,0.05,0.2,0.08485443219990274,row,intermittent,svd,False,-0.0,391284227639.4028,1.0,7.801828436455062,,
nonnegative_nnmf,non-convex,0.25541910915289795,,False,0.0,0.0,0.0,2,1.5198435261933554,DebiasConvex,1,20,20,1.0,0.05,0.2,0.05541910915289794,row,intermittent,nnmf,False,-0.0,42.4328207050021,1.0,8.055060619092185,,
final_clip,non-convex,0.3003047966155518,,False,0.0,0.0,0.0,14,1.533770172720176,DebiasConvex,1,20,20,1.0,0.05,0.2,0.1003047966155518,row,intermittent,,,,,,,0.3190475711313191,-0.01874277451576728
raw,non-convex,0.12491415141816455,0.1142851250251523,True,1.4370439407721742,0.0,0.0,2,1.030627249113462,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.07508584858183547,staggered,dense,,,,,,,,
nonnegative_svd,non-convex,0.12491410700847606,,False,1.4370439398119108,0.0,0.0,2,1.0306272489768113,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.07508589299152395,staggered,dense,svd,False,-0.0,23.90489798939541,1.0,11.629023880455131,,
nonnegative_nnmf,non-convex,0.12487950536831972,,False,1.4456446534725205,0.0,0.0,2,1.0306104201747759,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.07512049463168029,staggered,dense,nnmf,False,-0.0,23.906990467906915,1.0,11.629042093543177,,
final_clip,non-convex,0.12491415141816455,,False,1.4370439407721742,0.0,0.0,2,1.030627249113462,DebiasConvex,0,20,20,1.0,0.05,0.2,-0.07508584858183547,staggered,dense,,,,,,,0.12491415141816455,0.0
raw,non-convex,0.1791995689720505,0.09822182913784852,True,1.639975679296012,0.0,0.0,2,1.0269275177570683,DebiasConvex,1,20,20,1.0,0.05,0.2,-0.020800431027949512,staggered,dense,,,,,,,,
nonnegative_svd,non-convex,0.17919957278082252,,False,1.6399756786400468,0.0,0.0,2,1.0269275177705985,DebiasConvex,1,20,20,1.0,0.05,0.2,-0.020800427219177492,staggered,dense,svd,False,-0.0,24.65784040046743,1.0,10.666429365614052,,
nonnegative_nnmf,non-convex,0.1787862030133173,,False,1.638890981742851,0.0,0.0,2,1.0269159603266695,DebiasConvex,1,20,20,1.0,0.05,0.2,-0.021213796986682715,staggered,dense,nnmf,False,-0.0,24.65830837480807,1.0,10.666449580556495,,
final_clip,non-convex,0.17919956897205053,,False,1.639975679296012,0.0,0.0,2,1.0269275177570683,DebiasConvex,1,20,20,1.0,0.05,0.2,-0.020800431027949484,staggered,dense,,,,,,,0.1791995689720505,2.7755575615628914e-17
raw,non-convex,0.4713143257884593,0.08065531649559939,True,-1.4843936226498695,0.22,22.866324192953073,2,1.4624734942196835,DebiasConvex,0,20,20,1.0,0.05,0.2,0.27131432578845927,staggered,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.2518886704953677,,False,0.0,0.0,0.0,12,1.3726261122777887,DebiasConvex,0,20,20,1.0,0.05,0.2,0.05188867049536766,staggered,intermittent,svd,False,-0.0,24275183750662.06,1.0,10.577411586726003,,
nonnegative_nnmf,non-convex,0.21312499504331098,,False,0.0,0.0,0.0,2,1.3720016229665426,DebiasConvex,0,20,20,1.0,0.05,0.2,0.013124995043310966,staggered,intermittent,nnmf,False,-0.0,34.7935913610015,1.0,11.216020437374759,,
final_clip,non-convex,0.37624645137538565,,False,0.0,0.0,0.0,14,1.3706300888351415,DebiasConvex,0,20,20,1.0,0.05,0.2,0.17624645137538564,staggered,intermittent,,,,,,,0.4713143257884593,-0.09506787441307363
raw,non-convex,0.3005875305823532,0.04668584425170505,True,-0.7085688125819851,0.27,17.83251354711225,2,1.4741036988865368,DebiasConvex,1,20,20,1.0,0.05,0.2,0.1005875305823532,staggered,intermittent,,,,,,,,
nonnegative_svd,non-convex,0.19063625115482538,,False,0.0,0.0,0.0,11,1.3194670931438939,DebiasConvex,1,20,20,1.0,0.05,0.2,-0.00936374884517463,staggered,intermittent,svd,False,-0.0,6.731153883225796,1.0,6.775537075842626,,
nonnegative_nnmf,non-convex,0.18850581169782696,,False,0.0,0.0,0.0,2,1.3551207150396605,DebiasConvex,1,20,20,1.0,0.05,0.2,-0.011494188302173053,staggered,intermittent,nnmf,False,-0.0,36.79572842300985,1.0,7.290658102185806,,
final_clip,non-convex,0.2545891848479131,,False,0.0,0.0,0.0,12,1.3218185064228052,DebiasConvex,1,20,20,1.0,0.05,0.2,0.054589184847913086,staggered,intermittent,,,,,,,0.3005875305823532,-0.045998345734440116
raw,non-convex,-0.14444157063194063,0.15470704372873853,True,2.4460711644426705,0.0,0.0,2,1.0299711619191272,DebiasConvex,0,20,20,1.0,0.2,-0.2,0.05555842936805938,block,dense,,,,,,,,
nonnegative_svd,non-convex,-0.1444415708569722,,False,2.4460711647096236,0.0,0.0,2,1.0299711619183218,DebiasConvex,0,20,20,1.0,0.2,-0.2,0.055558429143027804,block,dense,svd,False,-0.0,21.619940129877477,1.0,13.40237663112544,,
nonnegative_nnmf,non-convex,-0.1450791034389349,,False,2.4481731747792366,0.0,0.0,2,1.0299566868998924,DebiasConvex,0,20,20,1.0,0.2,-0.2,0.05492089656106511,block,dense,nnmf,False,-0.0,21.614495925416634,1.0,13.402394235532684,,
final_clip,non-convex,-0.14444157063194063,,False,2.4460711644426705,0.0,0.0,2,1.0299711619191272,DebiasConvex,0,20,20,1.0,0.2,-0.2,0.05555842936805938,block,dense,,,,,,,-0.14444157063194063,0.0
raw,non-convex,-0.3482921110871307,0.15984472255100743,True,1.1542345407344232,0.0,0.0,2,1.033668672624885,DebiasConvex,1,20,20,1.0,0.2,-0.2,-0.1482921110871307,block,dense,,,,,,,,
nonnegative_svd,non-convex,-0.34829204264589486,,False,1.154234509004071,0.0,0.0,2,1.0336686728791982,DebiasConvex,1,20,20,1.0,0.2,-0.2,-0.14829204264589485,block,dense,svd,False,-0.0,23.41228366899373,1.0,14.780000769682074,,
nonnegative_nnmf,non-convex,-0.34852184570710615,,False,1.1559613471561117,0.0,0.0,2,1.033661915176786,DebiasConvex,1,20,20,1.0,0.2,-0.2,-0.14852184570710614,block,dense,nnmf,False,-0.0,23.410225627314,1.0,14.780002166621244,,
final_clip,non-convex,-0.3482921110871306,,False,1.1542345407344232,0.0,0.0,2,1.033668672624885,DebiasConvex,1,20,20,1.0,0.2,-0.2,-0.14829211108713058,block,dense,,,,,,,-0.3482921110871307,1.1102230246251565e-16
raw,non-convex,-0.34435221758023477,0.12656751194779078,True,-1.147668112232855,0.1125,10.53427697732145,2,1.6150001073124167,DebiasConvex,0,20,20,1.0,0.2,-0.2,-0.14435221758023475,block,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.35499878094179,,False,0.0,0.0,0.0,12,1.4406469064147567,DebiasConvex,0,20,20,1.0,0.2,-0.2,-0.15499878094178998,block,intermittent,svd,False,-0.0,226430507971.2139,1.0,11.61046599295762,,
nonnegative_nnmf,non-convex,-0.33514050691117886,,False,0.0,0.0,0.0,2,1.4515887716410627,DebiasConvex,0,20,20,1.0,0.2,-0.2,-0.13514050691117885,block,intermittent,nnmf,False,-0.0,25.215810348370695,1.0,12.20084327248844,,
final_clip,non-convex,-0.3470802821672913,,False,0.0,0.0,0.0,12,1.4419327775506727,DebiasConvex,0,20,20,1.0,0.2,-0.2,-0.1470802821672913,block,intermittent,,,,,,,-0.34435221758023477,-0.0027280645870565445
raw,non-convex,-0.19462276722629177,0.06744643074353636,True,-0.850546377232937,0.2225,19.60348511548157,2,1.4721336379859258,DebiasConvex,1,20,20,1.0,0.2,-0.2,0.005377232773708246,block,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.330497032838346,,False,0.0,0.0,0.0,11,1.3665311974206666,DebiasConvex,1,20,20,1.0,0.2,-0.2,-0.13049703283834602,block,intermittent,svd,False,-0.0,6.655388783674217,1.0,11.167285374030884,,
nonnegative_nnmf,non-convex,-0.32404027859965284,,False,0.0,0.0,0.0,2,1.362096395373335,DebiasConvex,1,20,20,1.0,0.2,-0.2,-0.12404027859965283,block,intermittent,nnmf,False,-0.0,22.95484321210775,1.0,11.72106243452832,,
final_clip,non-convex,-0.23885275006188728,,False,0.0,0.0,0.0,12,1.3753714811180455,DebiasConvex,1,20,20,1.0,0.2,-0.2,-0.038852750061887265,block,intermittent,,,,,,,-0.19462276722629177,-0.04422998283559551
raw,non-convex,-0.16124499455603145,0.14431506507228198,True,2.2174120567260713,0.0,0.0,2,1.0136352176579422,DebiasConvex,0,20,20,1.0,0.2,-0.2,0.038755005443968565,sparse,dense,,,,,,,,
nonnegative_svd,non-convex,-0.16124499455603145,,False,2.2174120567260713,0.0,0.0,2,1.0136352176579422,DebiasConvex,0,20,20,1.0,0.2,-0.2,0.038755005443968565,sparse,dense,svd,False,-0.0,30.511009919959875,1.0,16.720077088124384,,
nonnegative_nnmf,non-convex,-0.161694569768852,,False,2.239521757949997,0.0,0.0,2,1.0136275821425171,DebiasConvex,0,20,20,1.0,0.2,-0.2,0.03830543023114802,sparse,dense,nnmf,False,-0.0,30.525467562751174,1.0,16.720130373564018,,
final_clip,non-convex,-0.16124499455603145,,False,2.2174120567260713,0.0,0.0,2,1.0136352176579422,DebiasConvex,0,20,20,1.0,0.2,-0.2,0.038755005443968565,sparse,dense,,,,,,,-0.16124499455603145,0.0
raw,non-convex,-0.19609025243181677,0.1305174960917601,True,0.7951642803870205,0.0,0.0,2,1.0208168362619257,DebiasConvex,1,20,20,1.0,0.2,-0.2,0.003909747568183242,sparse,dense,,,,,,,,
nonnegative_svd,non-convex,-0.19609019383433007,,False,0.7951641207751705,0.0,0.0,2,1.0208168367035784,DebiasConvex,1,20,20,1.0,0.2,-0.2,0.003909806165669938,sparse,dense,svd,False,-0.0,37.63358189250357,1.0,15.784060521093329,,
nonnegative_nnmf,non-convex,-0.19653406992560338,,False,0.7962588828059408,0.0,0.0,2,1.0208097788291137,DebiasConvex,1,20,20,1.0,0.2,-0.2,0.0034659300743966337,sparse,dense,nnmf,False,-0.0,37.632916044183304,1.0,15.784092794891478,,
final_clip,non-convex,-0.19609025243181677,,False,0.7951642803870205,0.0,0.0,2,1.0208168362619257,DebiasConvex,1,20,20,1.0,0.2,-0.2,0.003909747568183242,sparse,dense,,,,,,,-0.19609025243181677,0.0
raw,non-convex,-0.20148348347227765,0.06715858263153535,True,-0.4017620539364734,0.11,4.686062337202187,2,1.4680801046523253,DebiasConvex,0,20,20,1.0,0.2,-0.2,-0.0014834834722776413,sparse,intermittent,,,,,,,,
nonnegative_svd,non-convex,-0.21977386834445367,,False,0.0,0.0,0.0,9,1.436880900960194,DebiasConvex,0,20,20,1.0,0.2,-0.2,-0.01977386834445366,sparse,intermittent,svd,False,-0.0,16.646978796161527,1.0,8.795172139900673,,
